Test_Time,Current_A,Voltage_V
3.009034233,0,3.011998177
8.01482856,-1.099372506,2.806096315
13.01604734,-1.099372506,2.787629843
18.01909661,-1.099372506,2.770086527
23.0213517,-1.099372506,2.753158808
28.02568288,-1.099372506,2.735923529
33.03288317,-1.099372506,2.718688011
38.03509938,-1.099372506,2.700836897
43.03533882,-1.099372506,2.682370424
48.03555979,-1.099372506,2.663288355
53.03694064,-1.099372506,2.64328289
58.04405392,-1.099372506,2.621738672
63.04829964,-1.099372506,2.598963261
68.05765185,-1.099184632,2.574341059
73.05888449,-1.099372506,2.54664135
78.0600925,-1.099372506,2.515248299
83.06343356,-1.099372506,2.47923851
88.06382892,-1.099372506,2.43522644
93.06693939,-1.099372506,2.377056837
98.07621268,-1.099372506,2.288417578
103.0824894,-1.099372506,2.079437733
103.7034101,-1.099372506,1.999108315
108.7102738,0,2.434611082
113.713238,0,2.455847502
118.7164913,0,2.46877408
123.7169182,0,2.478315115
128.7250343,0,2.488471746
133.7332867,0,2.493088484
138.7405543,0,2.498936176
143.7420241,0,2.504168272
148.7502445,0,2.508477211
153.7572727,0,2.512478352
158.7605168,0,2.515863895
163.761838,0,2.516479254
168.7681374,0,2.522327185
173.7723481,0,2.52540493
178.7736755,0,2.527867079
183.7828071,0,2.527867079
188.7860184,0,2.532483578
193.7952736,0,2.534330368
198.7965171,0,2.536484718
203.8017718,0,2.53802371
208.8080793,0,2.539870262
213.8093085,0,2.541717052
218.8164949,0,2.543563604
223.7058452,0,2.544487
228.7105582,1.099941492,2.86180377
233.7106733,1.099941492,2.911355495
238.71389,1.100129366,2.950135231
243.7221131,1.100129366,2.982759476
248.7234871,1.099941492,3.010459423
253.7306161,1.099941492,3.035389185
258.7319897,1.100129366,3.057856798
263.7321883,1.099753737,3.078170061
268.7373953,1.099941492,3.096636534
273.7426111,1.099941492,3.113872051
278.7501189,1.099941492,3.129568577
283.7543608,1.100129366,3.144649506
288.7623934,1.099941492,3.158191681
293.7656059,1.099941492,3.171426058
298.7674606,1.099941492,3.18373704
303.7752884,1.100129366,3.195124865
308.7824956,1.099941492,3.205896854
313.783672,1.100129366,3.216361284
318.7898826,1.099941492,3.226210117
323.7941329,1.099941492,3.235751152
328.7994492,1.100129366,3.24467659
333.8087556,1.099941492,3.253294468
338.8098562,1.099941492,3.261604309
343.8112594,1.099941492,3.26960659
348.8163921,1.099941492,3.277300835
353.8258852,1.099753737,3.284687519
358.8278754,1.100129366,3.292074203
363.8341302,1.099941492,3.298537493
368.8384295,1.100129366,3.305616379
373.8416893,1.099941492,3.31177187
378.841834,1.100129366,3.317927361
383.8441688,1.100129366,3.324082851
388.8496764,1.100129366,3.329930544
393.854873,1.099941492,3.335470438
398.8640004,1.099941492,3.341010571
403.866354,1.100129366,3.346550465
408.8753833,1.099941492,3.35178256
413.8755938,1.100129366,3.357322693
418.8838824,1.099941492,3.361939192
423.8891283,1.099941492,3.366863728
428.8911069,1.099941492,3.371480227
433.89965,1.099941492,3.376096964
438.9068811,1.100129366,3.380405664
443.9151346,1.099941492,3.384714603
448.9195293,1.100129366,3.389023542
453.9227399,1.099941492,3.393332243
458.9268751,1.100129366,3.397333384
463.9293927,1.099941492,3.401026726
468.9384262,1.099941492,3.404720068
473.9468071,1.099941492,3.40841341
478.9490264,1.100129366,3.411798954
483.9532352,1.100129366,3.415184498
488.9572041,1.099941492,3.417954445
493.9666961,1.100129366,3.420724392
498.9758874,1.100129366,3.423186541
503.9851095,1.100129366,3.425341129
508.9890734,1.100129366,3.426879883
513.9927355,1.099941492,3.428726673
518.9938738,1.099941492,3.429957628
524.000151,1.099941492,3.431188822
529.0094027,1.099941492,3.432111979
534.0186741,1.099941492,3.433035374
539.020888,1.099941492,3.433958769
544.0292501,1.099941492,3.434882164
549.0377219,1.100129366,3.435497522
554.0437315,1.100129366,3.436113119
559.0520297,1.100129366,3.436420918
564.0528558,1.099941492,3.437036514
569.0595118,1.099941492,3.437652111
574.0596296,1.099941492,3.438267708
579.0608853,1.099941492,3.438883066
584.0631058,1.100129366,3.439190865
589.0633795,1.100129366,3.44011426
594.0665966,1.100129366,3.440729856
599.0671782,1.100129366,3.441345453
604.0778493,1.099941492,3.441653252
609.0793722,1.100129366,3.44226861
614.0876285,1.099941492,3.442884207
619.0879888,1.100129366,3.443192005
624.0892353,1.099941492,3.4441154
629.094381,1.099941492,3.444423199
634.1036693,1.099941492,3.445038557
639.1119737,1.100129366,3.445654154
644.117106,1.100129366,3.445961952
649.1203962,1.100129366,3.446885347
654.1228245,1.100129366,3.447193146
659.1308421,1.099753737,3.447500944
664.1311247,1.100129366,3.448731899
669.1383434,1.100129366,3.449039698
674.1446937,1.100129366,3.449655294
679.1486884,1.100129366,3.45057869
684.1551215,1.099941492,3.45057869
689.1563372,1.100129366,3.451501846
694.1617186,1.100129366,3.451809645
699.1632257,1.099941492,3.45273304
704.1713318,1.099753737,3.453040838
709.1783719,1.099941492,3.453964233
714.1857246,1.099941492,3.45457983
719.1949356,1.100129366,3.455502987
724.1971903,1.100129366,3.456118584
729.2003789,1.099941492,3.456118584
734.2017436,1.100129366,3.457349777
739.2018521,1.100129366,3.458272934
744.2030813,1.100129366,3.458580732
749.2075803,1.099941492,3.459196329
754.2076261,1.099753737,3.460119724
759.2118757,1.100129366,3.460735321
764.2181352,1.099941492,3.461350679
769.221472,1.099941492,3.462274075
774.2306583,1.099941492,3.462889671
779.2388675,1.099941492,3.463505268
784.2411192,1.099941492,3.464120865
789.2484673,1.099941492,3.464736223
794.257597,1.099941492,3.465659618
799.2590941,1.100129366,3.466275215
804.2671213,1.099941492,3.466583014
809.267318,1.099941492,3.468121767
814.2686823,1.099941492,3.468429565
819.2709047,1.099941492,3.469352961
824.2791247,1.099753737,3.469968557
829.2814499,1.100129366,3.470584154
834.2906642,1.099941492,3.471199512
